route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"2-GLW-F-mjp-1","T0","8563.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8616.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8625.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8568.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8574.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8583.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8586.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8589.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8595.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8604.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8613.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8631.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8634.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8637.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8640.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8643.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
"2-GLW-F-mjp-1","T0","8646.T0.2-GLW-F-mjp-1.5.H","2-GLW-F-mjp-1.5.H","Glen Waverley","0"
